"mat_alu","nome","dat_entrada","cod_curso","cotista"
147753,"JESSICA FERREIRA MOURA","2007-01-11",4,"N"
138407,"ANA CAROLINA ROCHA","2012-04-21",4,"N"
134279,"JESSICA ANDRADE JESUS SANTOS - TESTE","2010-08-19",4,"N"
135519,"LIVIA AGUIAR NUNES SILVA - TESTE","2011-01-05",13,"N"
135796,"OTAVIO ALMEIDA LIMA TATIANE - TESTE","2012-01-11",4,"N"
140467,"ALINE GILBERTO SANTOS - TESTE","2007-12-08",44,"N"
134112,"NAILTON BARRETO LETICIA SOUZA - TESTE","2009-12-13",123,"N"
135815,"VALDERICE FREITAS SANTOS - TESTE","2007-01-13",4,"N"
138517,"LAURO CHAVES NASCIMENTO VIANA - TESTE","2011-07-27",4,"N"
137154,"HELLEN MARIA SILVA - TESTE","2011-06-06",4,"N"
139826,"VALERIA CARVALHO JUNIOR STEFANNO - TESTE","1999-04-01",44,"N"
136234,"VICTOR AZARIAS ELIAKIM MAGALHAES - TESTE","2010-05-17",52,"N"
136660,"MARCONNY ARAUJO PAES","2011-02-16",44,"N"
136701,"CAROLINE LEITE SANTOS - TESTE","2012-05-14",35,"N"
139922,"ULLY CASTRO LIMA","2012-06-23",13,"N"
139926,"RODOLFFO CAVALCANTE NASCIMENTO - TESTE","2005-08-10",4,"N"
140655,"MARIA ALVES DAVINO MARISA - TESTE","2008-02-06",4,"N"
152911,"GILCIMARA CRUZ MARCOS - TESTE","2011-02-16",131,"N"
146691,"MARCELA ALEXANDRE MENDES VIEIRA - TESTE","2010-09-14",44,"N"
146971,"BIANCA ANDRADE ISABELA SOUZA - TESTE","2011-11-20",35,"N"
149807,"IZABELLA AUGUSTO INGRID SILVA - TESTE","2010-08-08",4,"N"
134567,"KLEBIA GOIS ROBERTO TASSIA - TESTE","2003-01-09",44,"N"
152917,"SERGIO MELO SILVA - TESTE","2006-07-21",4,"N"
135938,"ROBERIO CAMPOS LIMA SILVA - TESTE","2009-05-11",4,"N"
138764,"DAMARES CRUZ MARIA SANTOS - TESTE","2011-01-24",4,"N"
134677,"CRISTIANO ARAGAO RAMOS - TESTE","2000-05-13",123,"N"
136710,"VINICIUS CRUZ OLIVEIRA - TESTE","2012-02-28",4,"N"
137802,"JURACI CARDOSO MOURA SILVA - TESTE","2011-08-14",4,"N"
138221,"JAYNE GUIMARAES RALBERT - TESTE","2011-05-01",44,"N"
138458,"GABRIELLE DIAS NASCIMENTO SILVA - TESTE","2010-11-02",44,"N"
138703,"MANUELA MECENAS RESENDE - TESTE","2012-09-19",13,"N"
146786,"VANESSA ALVES CUNHA","2012-05-03",13,"N"
149152,"THAINARA HENRIQUE RODRIGUES - TESTE","2012-07-17",52,"N"
149156,"ANTONIO BRUNO LISBOA SILVA - TESTE","2012-03-18",4,"N"
149157,"ROSENIR CUNHA MOREIRA SOUZA - TESTE","1983-11-04",44,"N"
140666,"RAFAEL MILLAR SANTANA - TESTE","2012-06-13",13,"N"
143668,"CHRISTIAN LIMA SOUZA - TESTE","1997-11-28",52,"N"
143671,"FILIPE BISPO MELO SILVA - TESTE","2007-01-03",103,"N"
134154,"ERILDES ALEXANDRE MENDONCA SANTOS - TESTE","2011-08-22",103,"N"
148052,"JOSE ANTONIO NETO","2004-09-11",103,"N"
136692,"HERCULES LIMA SAMPAIO - TESTE","2011-11-16",4,"N"
140079,"SHAYNA CAETANO MENEZES - TESTE","2010-08-30",13,"N"
141062,"KAROLINA ANDRADE PEREIRA VINICIUS - TESTE","2011-02-10",4,"N"
117764,"KELIANE CRISTINA MORAES","2011-09-07",44,"N"
143701,"ISABELLE FRAGA MARIA TRINDADE - TESTE","2011-02-12",13,"N"
143964,"VANESSA COELHO MONTEIRO - TESTE","2010-05-13",4,"N"
139492,"CAMILLA MORAES SANTOS - TESTE","2007-07-24",44,"N"
134558,"QUEZIA ALMEIDA FRANCENILDO NUNES - TESTE","2011-09-01",35,"N"
135057,"ALISSON MACHADO","2011-11-16",13,"N"
135114,"MARCIA ALVES LOPES VALADAO - TESTE","2011-12-25",13,"N"
139502,"PAULA ANDRADE SANTOS - TESTE","2001-04-16",44,"N"
144612,"ALISTON ARAUJO CUNHA SILVA - TESTE","2012-06-04",123,"N"
134777,"RAPHAEL FILIPE SAMPAIO VICENTE - TESTE","2011-04-21",52,"N"
134752,"WASHINGTON COSTA LOPES PACHECO - TESTE","2010-02-10",123,"N"
135812,"BRENDA LUCIA SILVA - TESTE","2013-03-25",35,"N"
135814,"EDSON BEZERRA MARQUES SILVA - TESTE","2011-08-15",35,"N"
139584,"VALDIRENE FIGUEIRA","1995-02-25",44,"N"
145284,"ANA GARCIA ROSA","2011-02-04",13,"N"
134096,"THAYANNE LOPES PAULO","2012-07-12",4,"N"
134467,"BRUNA AMORIM MONTEIRO","2013-09-09",35,"N"
135053,"JESSICA CABRAL NAIARA - TESTE","2012-12-05",4,"N"
135063,"JANAINA FONSECA RAMOS - TESTE","2013-02-06",13,"N"
135065,"LAYS KEROLAY SANTOS - TESTE","2008-12-18",13,"N"
135070,"SAMYA ARAGAO NASCIMENTO - TESTE","2012-02-01",13,"N"
145362,"LUCIANO NASCIMENTO","1993-04-07",35,"N"
138750,"GLAUCIA FERNANDO PRADO TRAVASSOS - TESTE","2012-06-19",13,"N"
139582,"RAFAEL LIMA SENA - TESTE","2011-05-12",13,"N"
134175,"JACIARA CUNHA OLIVEIRA","2010-05-14",44,"N"
134453,"BRUNO GOIS SANTOS - TESTE","2010-07-17",123,"N"
150403,"ESLAYNE ARAUJO LIMA","2011-10-15",44,"N"
134763,"MAYARA BEZERRA MARCONDES - TESTE","2010-09-22",13,"N"
136098,"GEOVANE CERQUEIRA MONTENEGRO - TESTE","2012-12-07",13,"N"
144552,"MARTA GOMES SANTOS - TESTE","2011-11-16",13,"N"
140033,"PATRICIA ARQUIMINIO MENEZES SOUZA - TESTE","1996-02-28",13,"N"
142642,"DAVI LIMA SANTOS - TESTE","2010-04-21",13,"N"
134101,"LEONARDO GERALDO SANTOS - TESTE","2011-12-15",13,"N"
134105,"ANDRE ALINE MENEZES SOUZA - TESTE","1991-01-15",103,"N"
151223,"TITANS OLIVEIRA","2008-06-09",52,"N"
153229,"ANA LUISA REGINA - TESTE","2012-03-06",35,"N"
139330,"NAJILA FRANCISCO PRATA - TESTE","2011-11-04",4,"N"
134838,"RONER MENEZES VIANA - TESTE","2005-02-04",103,"N"
139320,"VIVIANNE GOMES PEREIRA VERISSIMO - TESTE","2009-09-27",4,"N"
135776,"DAYVID CANDIDO SANTANA - TESTE","2012-07-08",131,"N"
135793,"TALITA COSTA SANTOS - TESTE","2011-12-25",4,"N"
138721,"ISABELA ANDRADE LIMA RODRIGUES - TESTE","2012-06-13",35,"N"
140574,"DENIS ARAUJO SANTOS - TESTE","2009-03-08",13,"N"
139481,"EDUARDO FROSI RONALD VASCONCELOS - TESTE","2004-05-06",44,"N"
139669,"LILIANE JESUS SANTOS - TESTE","2003-03-11",4,"N"
151262,"JEFFERSON ANGELO MENEZES SILVA - TESTE","2011-07-10",52,"N"
143209,"MATHEUS MATOS SANTOS - TESTE","2011-08-29",52,"N"
142784,"ELOISIA HENRIQUES RAIMUNDO - TESTE","2009-06-14",13,"N"
142967,"CASSIA LORENA OLIVEIRA","2012-07-21",123,"N"
139764,"IVANUZIA OLIVEIRA","2000-08-05",44,"N"
141653,"ROSEVALDO COUTO OLIVEIRA - TESTE","1998-06-26",123,"N"
136794,"ANA ANDRADE MENEZES SANTANA - TESTE","2012-05-21",13,"N"
139671,"RAYRA CARDOSO ROBERTO","2011-07-04",13,"N"
145290,"FLAVIO LIMA SANTOS - TESTE","2003-11-03",44,"N"
145359,"ANA BRITO LIMA","2011-04-05",4,"N"
138728,"RAYANE JUNIOR SANTOS - TESTE","2011-04-17",44,"N"
141516,"ANDREY CANIELAS MEDEIROS","2012-02-27",52,"N"
143793,"BRUNO ANDRADE RODRIGUES","2011-06-28",52,"N"
146270,"ERICKO CARMO OLIVEIRA CAVALCANTE - TESTE","1994-02-12",44,"N"
143404,"PAULO ABRANTES GONCALVES NOVA - TESTE","2004-03-23",52,"N"
139817,"DAISE CARVALHO OLIVEIRA TICIANE - TESTE","2006-05-25",44,"N"
138872,"JOEL CAMPOS LUAN SOUZA - TESTE","2013-03-17",13,"N"
139891,"KAIO DANTAS LURDES","2011-12-19",13,"N"
140565,"CARLOS FREIRE NETO - TESTE","2011-07-17",4,"N"
138863,"ADRIANO APARECIDA MELO SILVA - TESTE","2001-12-01",35,"N"
149322,"MATHEUS BARRETO NASCIMENTO","2011-02-03",13,"N"
149815,"PEDRO KALTNER SANTANA - TESTE","2013-06-28",13,"N"
139237,"ALEX ANDRADE LOPES REGINA - TESTE","2005-05-17",4,"N"
146578,"DAVSON ESPINDOLA SANTOS - TESTE","1995-02-05",4,"N"
141744,"ALLAN ALEXANDRE LUIS RIBEIRO - TESTE","2002-10-15",123,"N"
136832,"BRUNO FILHO OLIVEIRA VILMA - TESTE","2011-05-08",13,"N"
139958,"DIEGO GOIS SANTOS VICTOR - TESTE","2003-06-12",4,"N"
140973,"LARYSSA ALMEIDA MARQUES SAMARA - TESTE","2010-12-24",13,"N"
139477,"JOELMA FABIAN SANTOS - TESTE","1992-10-13",44,"N"
139483,"JESSICA FAGUNDES SOUZA - TESTE","2007-10-17",44,"N"
140491,"RONISE ANDRADE NASCIMENTO - TESTE","2006-05-29",13,"N"
76872,"JADSON MENEZES SODRE - TESTE","1999-06-13",4,"N"
93391,"MARCELA APARECIDA FRANCO","2002-06-08",4,"N"
150167,"LEANNE BOMFIM FIGUEIREDO MOURA - TESTE","1989-01-04",13,"N"
116959,"JESSICA FREITAS RAMOS - TESTE","2010-10-13",13,"N"
79522,"VALESKA DUARTE MENDONCA - TESTE","1996-06-30",4,"N"
129414,"MANOEL CARLOS NUNES - TESTE","2002-01-13",35,"N"
52740,"CLISTHENES BARROS LEILAH SANTANA - TESTE","2000-05-08",4,"N"
119635,"LOHANA LIMA ROCHA THAMM - TESTE","2011-03-30",13,"N"
109108,"WILSON ALVES FILHO SILVA - TESTE","1999-10-28",13,"N"
38128,"JANAINA AZEVEDO PINHEIRO","2002-04-17",4,"N"
74109,"FLAVIO BOAS NEVES","2000-10-24",4,"N"
93340,"MARIVONE GIOVANNI SILVEIRA - TESTE","2002-02-01",4,"N"
138012,"JULIANA CRISTINA MIRANDA","2003-02-05",13,"N"
134793,"LUCACIL ALMEIDA MONTE SOBRINHO - TESTE","1990-08-15",103,"N"
101375,"PAOLA ALMEIDA MARQUES","2000-03-25",4,"N"
67480,"RODRIGO MENDONCA PACHECO - TESTE","2001-05-24",4,"N"
72708,"GRASIELA CAROLYNNE MENEZES - TESTE","2002-10-02",35,"N"
63183,"TIAGO FLAVIO RODRIGUES","2001-01-12",4,"N"
97827,"ALINE LAIARA SOUZA - TESTE","2002-03-06",4,"N"
118437,"CLARA CARVALHO MOURA","2011-07-30",123,"S"
42807,"JOSE ABREU FERREIRA NUNES - TESTE","1986-04-14",4,"N"
90507,"GLAUDSON AGUIAR JESUS SANTOS - TESTE","1990-11-17",13,"N"
98201,"FRANCISCO FONSECA SILVEIRA - TESTE","2002-05-09",123,"N"
48347,"VANESSA BELFORT MARIA RODRIGUES - TESTE","2001-01-05",13,"N"
127388,"LAURA DANTAS MOTA VASCONCELOS - TESTE","1998-05-09",4,"N"
94751,"MARCELLA ARAUJO MATILDE - TESTE","2002-03-12",4,"N"
47993,"VERONICA BOMFIM JUNIOR","1994-10-31",4,"N"
139736,"GILDA CORREA PAULO - TESTE","1989-03-03",4,"N"
120126,"VICTOR CARLOS GOMES SANTOS - TESTE","2012-04-26",13,"N"
116961,"MARINA CARDOSO PAULA - TESTE","2011-01-05",13,"N"
116960,"BRUNO CARMELO MOREIRA SILVA - TESTE","2010-08-27",13,"N"
100844,"INACIO DIAS MOREIRA","1993-03-15",4,"N"
150643,"JOELMA BOMFIM MARTINS","1998-07-18",4,"N"
90540,"RENATO FEITOSA PASSOS VASCONCELOS - TESTE","2007-09-05",13,"N"
98115,"ARLENIO CRISTINA ROCHA - TESTE","2003-06-27",123,"N"
90671,"MAYUSANE ESPIRITO MEDEIROS YUSELDA - TESTE","2001-08-20",4,"N"
119442,"FRANCIELI ALMEIDA GOIS","2011-04-20",13,"N"
51866,"ALINE ALEXSANDRA PASSOS","2001-04-04",44,"N"
126447,"JOYCE FELIPE MENEZES VIEIRA - TESTE","2001-02-19",44,"N"
102811,"ADRIANO BATISTA SANTOS - TESTE","2001-04-24",13,"N"
97156,"MARCELO ANTONIO CHAVES VASCONCELOS - TESTE","1999-06-04",4,"N"
120513,"RAPHAEL ANDRADE MANOELLA VICENTE - TESTE","2001-10-22",4,"N"
82861,"ACACIA ALEXANDRE JESUS SIMONE - TESTE","1988-01-08",4,"N"
76905,"PAULA FERREIRA NETO SIQUEIRA - TESTE","2004-10-24",4,"N"
112467,"WADYNA JESUS SANTOS - TESTE","1998-09-15",44,"N"
48047,"VANDERLAN ARAUJO PEREIRA VASCONCELOS - TESTE","2002-05-13",4,"N"
61874,"RAIMUNDO BORGES MARIA","1961-03-27",4,"N"
90542,"THAISA ALVES GONCALVES SAMPAIO - TESTE","2006-12-19",4,"N"
94669,"PAULO FIGUEIREDO MARIA SOARES - TESTE","1993-04-18",4,"N"
50001,"LARYSSA FONSECA SILVA - TESTE","1998-11-20",44,"N"
98344,"ULISSES CRUZ REGINA - TESTE","1998-08-07",4,"N"
49446,"FABRICIO DEDA SANTOS - TESTE","2002-05-31",52,"N"
155487,"GUSTAVO DIAS SANTOS - TESTE","2002-04-07",103,"N"
126139,"ARIANE ANJOS LUIZA SANTA - TESTE","2002-07-01",4,"N"
140674,"IVIS DANIELLE NUNES SANTOS - TESTE","2003-07-18",13,"N"
52799,"GABRIEL CRUZ MARIA - TESTE","1988-10-28",4,"N"
61254,"ARTHUR CARVALHO SANTOS ULISSES - TESTE","2003-05-16",4,"N"
48264,"JOAO CASTRO MENDONCA","2001-08-29",13,"N"
63787,"KATIA NASCIMENTO SOARES - TESTE","1995-09-25",13,"N"
141613,"MARCELO FREIRE PRAXEDES - TESTE","1990-02-01",103,"N"
113946,"ISABELA DANTAS NASCIMENTO - TESTE","2004-03-23",4,"N"
72813,"MARCUS ANDRADE OLIVEIRA","2003-10-13",4,"N"
45608,"JOAO DESIRRE MOREIRA SILVA - TESTE","2003-04-07",13,"N"
139772,"BIANCA COSTA MONTEIRO - TESTE","2000-06-26",4,"N"
139611,"MATHEUS BRITTO SANTANA - TESTE","1999-01-01",4,"N"
138891,"LARISSA GOIS PEREIRA","2004-03-15",4,"N"
92369,"AGDA LIDINEI RAFAELA - TESTE","2001-12-30",44,"N"
97200,"CARLOS BISPO MENDONCA VALTENISSON - TESTE","2003-01-05",4,"N"
154611,"MATHEUS DORIA SILVA - TESTE","2002-10-31",4,"N"
152282,"DANIELLE ARAUJO LUBAMBO","2005-03-12",4,"N"
117620,"MARCELO ARAUJO HUSEK SOUSA - TESTE","2002-01-19",44,"N"
153332,"JOELMA FILHO SALMERON - TESTE","1994-03-07",35,"N"
63365,"RENATO FRAGA SAMPAIO TOJAL - TESTE","2004-03-29",4,"N"
81713,"WILSON CARVALHO MONTALVAO","1999-04-28",4,"N"
112831,"DANIA MARIA ROCHA - TESTE","1993-09-18",44,"N"
71100,"ELAINE ARAGAO MARQUES","1998-07-07",4,"N"
133696,"FABRICIO ARCANJO MONTEIRO VITOR - TESTE","2000-03-06",52,"N"
87698,"PAULO DANTAS MOURA","2002-07-16",123,"N"
130009,"DANIELLE BRASIL MARCUS REIS VILANOVA - TESTE","2005-06-06",4,"N"
59124,"JOAO BARBOSA LEAL PIRES - TESTE","1976-10-20",4,"N"
94740,"GILVANIA JESUS RAMOS - TESTE","1991-11-18",4,"N"
62031,"KLECKSTANIA ALCANTARA MOREIRA","2006-01-05",13,"N"
97250,"MARIANA GOIS","2004-10-13",4,"N"
61814,"ANDRE BIEGLER RODRIGUES VARJAO - TESTE","2004-12-05",4,"N"
127885,"ALINE FONTES VILANOVA - TESTE","2004-07-14",13,"N"
60449,"RAIMUNDO ALVES RESENDE SILVA - TESTE","1976-12-03",4,"N"
121917,"PEDRO FILHO PRATA - TESTE","2004-10-13",4,"N"
77450,"JULES JUNIOR SANTOS - TESTE","2004-07-13",4,"N"
137354,"ESTEVAO ALMEIDA NASCIMENTO SILVIO - TESTE","2003-10-16",103,"N"
139195,"CARLA DIAS MENEZES SOUZA - TESTE","1985-09-25",13,"N"
91270,"DIEGO MELO SANTOS - TESTE","2002-10-21",4,"N"
98255,"ALINE BARRETO NERES","2003-12-14",4,"N"
103162,"ALOIR DORIA OLIVEIRA - TESTE","1975-12-11",4,"N"
108909,"DAYSE ANJOS FILHO SANTOS - TESTE","2004-11-10",13,"N"
57044,"SANMY DANTAS OLIVEIRA VIRGINIA - TESTE","2003-05-07",4,"N"
90560,"HELOISA ALMEIDA NASCIMENTO SANTOS - TESTE","2007-06-12",4,"N"
105414,"CYNTHIA KULLMANN SOUZA - TESTE","2003-05-05",44,"N"
117134,"JOSE ANDRADE OLIVEIRA - TESTE","2004-05-04",4,"N"
123090,"MARCELA AGUIAR PEREIRA","2006-03-09",4,"N"
52705,"PAULO CARLOS INOCENCIO URBAN - TESTE","1999-08-30",4,"N"
112450,"ANDREZA CARDOSO KOTOVICZ MOTA - TESTE","2004-05-21",44,"N"
122737,"WAGNER ALVES LEMOS","2002-03-17",44,"N"
127401,"JOSE JUNIOR SANTOS - TESTE","2004-04-30",103,"N"
61234,"CAMILLO CARMO PEDREIRA WANDERLEY - TESTE","2000-08-03",13,"N"
139655,"TIAGO BONIFACIO GOIS TAVARES - TESTE","2001-05-02",44,"N"
64610,"CATARINA ALVES MELO VILELA - TESTE","2000-10-14",4,"N"
113848,"TIAGO JESUS SANTOS - TESTE","2002-08-14",4,"N"
57014,"TIAGO ELAYNE GUSTAVO SILVEIRA - TESTE","1999-12-29",4,"N"
120252,"KASSIN ALEXANDRE FIGUEIREDO TELES - TESTE","2004-07-24",4,"N"
128333,"ADA GABRIELLE OLIVEIRA - TESTE","2004-06-02",13,"N"
57196,"ERALDO CASTRO RICARDO - TESTE","1995-01-27",13,"N"
122370,"MILENA BORGES OLIVEIRA - TESTE","2004-12-05",4,"N"
120810,"MARILENE AUGUSTO OLIVEIRA - TESTE","1984-10-14",44,"N"
105896,"NADISLANGE DEDA MELLO SANTANA - TESTE","2005-05-18",44,"N"
64812,"MONISE EDSON PAULA - TESTE","2005-04-20",13,"N"
124478,"SIMONE CHAGAS SILVA - TESTE","2006-08-03",44,"N"
64451,"MARILIA CARDOSO SANTOS - TESTE","2002-05-22",4,"N"
139606,"ALVAIZA FRAGA","2004-03-12",4,"N"
99411,"MARIA FELIX MOTA - TESTE","2004-01-12",35,"N"
61176,"TACIANNA FREITAS NELLY - TESTE","2001-11-23",35,"N"
62242,"MARIA ANDRADE MENDES","1986-02-19",4,"N"
112447,"CARLOS BARRETO SANTOS - TESTE","1988-04-09",44,"N"
113925,"FREDERICO CUNHA MOTA ROSA - TESTE","2005-04-18",4,"N"
73244,"ALINE FRAGA ROCHA - TESTE","2004-05-22",4,"N"
72666,"SARAH CRUZ SANTOS - TESTE","2005-01-10",4,"N"
93008,"MATHEUS DORIA ROCHA - TESTE","2004-06-01",4,"N"
61866,"JOAO GUERRA MELQUIADES","1981-09-28",4,"N"
117666,"ARLINDA MORAES VIEIRA - TESTE","2003-01-29",44,"N"
61833,"SANDRA CARVALHO MENEZES VIEIRA - TESTE","2002-03-28",4,"N"
109361,"MARCELO COSTA SANTOS - TESTE","2005-06-05",4,"N"
109077,"TIAGO MOREIRA SANTANA - TESTE","2003-11-24",123,"N"
61875,"IVA BARRETO RODRIGUES - TESTE","2004-10-30",4,"N"
81471,"BRUNO FERREIRA NORMA - TESTE","2004-08-18",4,"N"
107337,"ELISSON ALMEIDA CARDOSO SILVA - TESTE","2003-02-24",35,"N"
92346,"EDUARDO BEVILAQUA ROBSON - TESTE","2000-08-30",123,"N"
115160,"MARCELA CARVALHO MENESES SANTOS - TESTE","2004-03-25",4,"N"
107758,"THAISE ALVES GONCALVES SANTOS - TESTE","2004-04-22",44,"N"
80212,"ZENADJA CRISTINA SANTOS - TESTE","2003-03-13",4,"N"
126921,"LUCAS LIMA NUNES - TESTE","2003-09-25",13,"N"
127780,"LARA MELO SANTOS - TESTE","2004-05-08",4,"N"
140469,"KARLA ARAUJO ROCHA - TESTE","2005-09-24",4,"N"
125914,"ELDER GONCALVES NUNES - TESTE","2006-04-01",13,"N"
64716,"DALVA CONCEICAO JESUS NASCIMENTO - TESTE","1988-09-03",13,"N"
98299,"ANTONIO APOLONIO JUNIOR SILVA - TESTE","2001-06-09",123,"N"
126735,"CHRISTIANDAY APARECIDA PINTO","2008-10-30",4,"N"
154336,"JOSHUA CARDOSO NASCIMENTO SOUZA - TESTE","2004-12-21",4,"N"
127734,"EMANUELA DELMONDES OLIVEIRA SOBRAL - TESTE","2006-01-20",4,"N"
125231,"LUCIANA FREITAS SANTOS VASCONCELOS - TESTE","2002-09-21",44,"N"
152725,"ELIEVERTON FIGUEIREDO MENEZES","1992-08-16",4,"N"
139440,"DANILO ANDRE NORONHA","2004-11-29",4,"N"
109359,"DANIELA ARAUJO PAULA - TESTE","2002-07-12",4,"N"
86141,"KATIELLE MONIQUE","2004-04-25",13,"N"
66851,"ALINE CARVALHO MENEZES VINICIUS - TESTE","2006-08-11",4,"N"
97377,"DIEGO ABREU FONSECA","2005-10-18",123,"N"
139868,"THACIO APARECIDA LUIZ SANTOS - TESTE","2004-12-18",103,"N"
81908,"JANDIRA CACIA MOURA SOUZA - TESTE","2005-04-27",4,"N"
73001,"MARINICE ARAUJO MELO - TESTE","1995-05-25",13,"N"
92250,"ALBANO LEAL SANTANA - TESTE","1987-01-26",4,"N"
133421,"IGOR CERQUEIRA PRATES - TESTE","2002-09-26",123,"N"
111983,"THAMIRES GOIS SANTOS VICENTE - TESTE","2009-06-10",13,"N"
3370,"ELDER BARROSO LEMOS SILVA - TESTE","1991-07-16",4,"N"
113966,"EVA CLEMENTINO RIQUETTE","2006-07-18",4,"N"
64904,"ANA MARCIA SANTANA - TESTE","2004-05-20",4,"N"
112509,"SUSANA MENEZES","2004-12-16",35,"N"
87383,"INGRID BRANDAO ELIAS SILVA WEBER - TESTE","2006-04-22",4,"N"
65918,"RAYANE LIMA SILVA - TESTE","2004-07-14",4,"N"
120607,"MARIA BARRETO ISIS SAMPAIO - TESTE","2003-11-20",4,"N"
126406,"MAYKO BARRETO HENRIQUE SOUZA - TESTE","2001-07-23",4,"N"
66034,"ANTONIO CHAVES OLIVEIRA - TESTE","2003-05-28",4,"N"
65006,"BIANOR ALMEIDA MELO SILVA - TESTE","2001-10-07",4,"N"
139784,"ARLEN AMARAL MENDONCA","2004-11-02",52,"N"
155636,"WALISSON BARROS LIMA SANTOS - TESTE","2005-04-26",13,"N"
73729,"ALVARO CARLO NETO - TESTE","2002-06-26",4,"N"
67086,"RUAN ALMEIDA LEITE","2006-10-24",52,"N"
153319,"MARIA CRISTINA SANTANA - TESTE","1988-02-10",13,"N"
86080,"VICTOR CHAVES MATHEUS - TESTE","2002-12-16",13,"N"
153039,"CINTHIA GOMES SANTOS - TESTE","2003-01-27",44,"N"
149259,"MARIO CARNEIRO LEMOS SELMA - TESTE","1999-06-18",52,"N"
117647,"DESIREE FREIRE QUEIROZ","2003-05-23",44,"N"
82811,"MARCEL CARVALHO JOSE - TESTE","2003-02-26",4,"N"
114438,"MILEISE IGOR SILVA - TESTE","2002-03-22",4,"N"
120454,"MARCELA ALMEIDA FONSECA SANTANA - TESTE","2002-01-03",4,"N"
111962,"LARISSA ANDREZZA COSTA OLIVEIRA - TESTE","2009-09-30",13,"N"
67468,"JOSE FEITOSA PASSOS","1996-04-01",4,"N"
139504,"DIJANE AUGUSTO REZENDE - TESTE","1997-02-24",4,"N"
52942,"RODRIGO ESPIRITO NOVAES SILVA - TESTE","2003-01-24",13,"N"
52866,"LARISSA ANUNCIACAO ROSANE - TESTE","2003-11-07",13,"N"
64412,"SHIRLENE MARQUES VALERIA - TESTE","1999-04-18",4,"N"
90535,"CAMILA AGUIAR EULALIA PRADO - TESTE","2008-06-13",13,"N"
87176,"DELENICE FEITOSA SAMPAIO - TESTE","2003-05-18",4,"N"
103283,"FLAVIA BRUNO JOAQUIM SANTOS - TESTE","1996-07-12",4,"N"
92723,"FERNANDA CHAGAS NOVAES - TESTE","2003-12-21",4,"N"
52900,"TEREZA CRISTINA NUNES - TESTE","2003-02-11",13,"N"
89294,"EMIDIO CALIXTO LUCIA - TESTE","1986-07-15",13,"N"
73316,"IONE CARVALHO MARIA SAADIA - TESTE","1984-03-13",13,"N"
4991,"AUGUSTO CARVALHO PINTO VITAL - TESTE","1983-06-30",4,"N"
119527,"GILVO CASTRO LIMA SOARES - TESTE","2007-10-08",35,"N"
52634,"JOSE FONTES MACEDO - TESTE","2001-11-02",4,"N"
109102,"PAULA ARAGAO GRAZIELLA","2003-07-06",44,"N"
152165,"CARLOS HELENA RAMALHO - TESTE","2004-03-08",13,"N"
83054,"ROSEANI CRISTINA ROSENDA - TESTE","2002-01-04",52,"N"
52639,"BARBARA CARVALHO NASCIMENTO SIMONE - TESTE","2001-11-29",4,"N"
85354,"LUIZ DANIEL SILVA - TESTE","2004-03-08",52,"N"
103260,"ELSIO AZEVEDO EMANUELLE SANTOS - TESTE","1989-10-25",4,"N"
97598,"ALISSON ALEX COUTO TAVARES - TESTE","2003-10-03",52,"N"
90003,"VINICIUS LIMA SANTOS - TESTE","2004-02-09",13,"N"
47603,"RUBENS CONCEICAO OLIVEIRA VILA - TESTE","1986-10-28",13,"N"
113842,"JOSENILSON MOURA","1994-02-08",13,"N"
121858,"ARNOR JUNIOR RIBEIRO - TESTE","2002-03-26",4,"N"
112519,"LUCIMAR DANTAS NASCIMENTO - TESTE","1996-04-26",44,"N"
73243,"FULVIO DANIELLE SANTANA - TESTE","2000-03-24",4,"N"
60192,"EDUARDO BITTENCOURT LIMA - TESTE","1993-02-20",4,"N"
53984,"RAPHAEL DANTAS NASCIMENTO - TESTE","2002-11-20",13,"N"
54291,"FERNANDA ALVAREZ EDSON LUIZ - TESTE","2004-02-24",13,"N"
61088,"MARIANA JUNIOR PASSOS - TESTE","2001-09-13",44,"N"
153965,"MONICA FIGUEIREDO ROGERIO VERCOSA - TESTE","2002-08-27",4,"N"
113869,"ANDERSON AMARAL LAZARO SANTOS - TESTE","2001-10-20",13,"N"
126521,"PATRICIA ANTONIO GUIMARAES SILVEIRA - TESTE","1993-10-23",44,"N"
64058,"LEONARDO GIORGIO SANTOS - TESTE","2003-03-02",13,"N"
67267,"THAMARA FRANCA RIBEIRO - TESTE","2002-08-07",4,"N"
143325,"ALLAN ARAUJO MELO - TESTE","2002-05-22",4,"N"
137094,"DENISE GUIMARAES SANTOS - TESTE","1999-02-21",13,"N"
143266,"GILMAR CARMO QUEIROZ - TESTE","1998-10-19",4,"N"
125223,"TAMISE GOMES PRUDENTE - TESTE","2002-11-30",44,"N"
111969,"ELLEN ANJOS FILHO VERDAN - TESTE","2010-02-13",35,"N"
72670,"HUGO FERREIRA ROLEMBERG - TESTE","2004-12-28",52,"N"
139910,"CLAUDIO EMANUELA PATRICIA","1991-05-08",4,"N"
126364,"RODRIGO FREIRE MAIA SANTANA - TESTE","2003-02-06",4,"N"
97512,"JOAO BRITO MELO VINICIUS - TESTE","2007-08-11",35,"N"
89745,"THAIS CLAUDETE SANTANA - TESTE","2007-05-12",4,"N"
87095,"VALFRAN ALMEIDA GUERRA SANTOS - TESTE","2008-02-26",13,"N"
